,Gama_Productos,Facturacion,Margen_Bruto,Facturacion_s_#Producto,Margen_s_Facturacion
0,1.0420591013806992,8.611919486873234,6.577188357915266,5.995186064869487,4.059395069164631
1,1.0420591013806992,8.808973180701631,6.397566145025992,6.124649760700645,3.2679532452260083
2,2.7032572088154123,13.833552551093984,16.36813907212423,7.547888302576205,10.352578708644137
3,2.476995768343645,12.701962186024318,12.770779598008867,7.139766345128752,6.018820404601429
4,2.476995768343645,10.786530230325264,10.24580532665415,5.9856040553741705,6.018820404601429
5,0.0,7.170896024916648,6.390973758799185,5.923211697594226,7.341357390819898
6,0.0,6.47462794042179,5.884515854891092,5.4403614500084405,8.329636310303615
7,2.6358605813677953,10.786530230325264,11.128786065502322,5.813968091748057,7.975001891283273
8,2.7032572088154123,10.995890714014099,10.059848894243524,5.871713408606986,5.131721160682501
9,2.063396506412214,10.823289510017489,10.75131023714183,6.4363138613907065,6.930546806463588
10,2.063396506412214,9.628541387553211,7.33203950730417,5.6777983338573454,3.2679532452260083
11,2.8206079937436357,10.468355393143922,9.469318308503759,5.403384860512569,5.131721160682501
12,3.0067095257065612,15.8397606446482,15.60467698415429,8.307715485105128,3.811695200781606
13,2.476995768343645,9.06716645917927,8.339737004884332,4.863717837963049,6.491647292530444
14,2.5994683380225028,11.730831459096422,11.986409535949285,6.438115357051101,7.07036443152918
15,3.1510324442628095,14.245898897836597,14.432095514864974,7.297241983010621,5.131721160682501
16,2.063396506412214,10.549647766848665,8.939160491159429,6.266246546224164,4.059395069164631
17,2.7032572088154123,14.773881863181558,14.82308568126031,8.059632358838252,4.730718191674009
18,2.8206079937436357,12.15705309809573,12.073389466312783,6.4553167975567645,6.018820404601429
19,1.7731684932201213,9.09092166656407,7.339180437904571,5.618785583714251,4.29405861764814
20,3.3074062818202368,14.237662857690667,15.052495647245179,7.11646106826344,6.3381517585101825
21,1.7731684932201213,9.675876569188858,9.005555189465221,6.00045941911997,6.3381517585101825
22,1.0420591013806992,8.487052998625662,8.229284105846576,5.912707352901394,8.095150733726634
23,2.7345838134314513,11.39262376628045,10.210025539499188,6.0841383263191835,4.517378990937167
24,2.381348269359065,13.696140381286787,13.941006737904376,7.796306273353484,5.680876887716356
25,2.270559696343649,11.571989100943146,10.636834195011247,6.684057603534916,4.730718191674009
26,1.6445917750824914,8.623648599472203,7.201488359628584,5.433958478358141,5.131721160682501
27,1.2970631156682209,11.17761778941323,10.07017862202317,7.367459267880614,4.730718191674009
28,2.6358605813677953,11.76825997679527,11.514597481841596,6.4217488506472415,6.018820404601429
29,2.270559696343649,9.432185183541106,9.082891057157939,5.33124842476854,7.207248073934451
30,2.7345838134314513,11.047198177729358,10.057775624024188,5.869234478783878,4.935190570654566
31,1.2970631156682209,8.008921160818991,7.2169729063120345,5.355230815241324,6.930546806463588
32,2.476995768343645,10.062224634109523,9.462506476604728,5.523107420704274,6.180641132391556
33,2.063396506412214,10.30998732184327,8.375577608943575,6.115624822102846,3.5488114820279844
34,2.270559696343649,8.948703876646453,8.478625734932328,5.00619668504856,7.207248073934451
35,1.7731684932201213,12.261525511211584,12.883314358468994,7.569020087046303,7.472838364834151
36,1.7731684932201213,10.000002777161736,9.426043643574328,6.207177848314716,6.3381517585101825
37,0.6703419256156978,6.428561549748797,4.565483293492838,4.828389752187312,4.935190570654566
38,2.4308125988704004,10.92837634490696,10.92601056360216,6.1237519329875045,7.07036443152918
39,2.920262230225199,11.845898677480655,12.161128392165368,6.156304190190081,7.07036443152918
40,2.270559696343649,12.990052722502668,11.502854033169,7.511027044240037,3.2679532452260083
41,2.207916221723776,11.61724763703546,11.058678310676328,6.7743741975516505,5.503950432487359
42,0.0,9.417722432395713,8.90562832031948,7.374829424795617,6.787620025518771
43,0.6703419256156978,7.145114162564673,5.055008530080754,5.336102268765639,4.29405861764814
44,2.7931509289027567,12.758460514556567,12.049242004001087,6.841066002315484,4.517378990937167
45,1.2970631156682209,9.3169200642429,9.299981215964339,6.221577567541575,8.213334207833213
46,2.764510057745658,11.156758138249321,9.21419805257812,5.904439563056259,3.2679532452260083
47,0.0,8.600080801734194,7.8440574364715125,6.864470957277836,6.641391228383032
48,0.0,5.907806580267,4.678121164989019,5.034751001363941,6.641391228383032
49,2.476995768343645,11.376421268579675,11.500372206782929,6.351917904912219,6.930546806463588
50,0.6703419256156978,7.41394413828664,5.575280377611587,5.521187534454572,4.730718191674009
51,2.139264461500076,10.14023416547931,8.999160743076597,5.930137710633695,5.131721160682501
52,3.1976917901952904,12.522104772468646,12.645722295695867,6.2480723028200424,6.180641132391556
53,2.139264461500076,11.07217120897722,10.187047880137735,6.512945726593449,5.131721160682501
54,0.0,7.590557367614119,6.611829874289498,6.206370019099269,6.641391228383032
55,1.0420591013806992,10.1042506234254,10.5230673185613,6.9443967771887385,8.66801206346729
56,2.381348269359065,10.432838265638807,10.796596066725591,5.864253184090743,8.329636310303615
57,2.476995768343645,11.238172235605644,10.050846955242926,6.266994679992429,4.517378990937167
58,1.7731684932201213,12.761682918967837,11.856388641333732,7.852141144219125,4.29405861764814
59,1.0420591013806992,8.170919629851518,6.65682236278528,5.702685982858213,5.131721160682501
60,2.6358605813677953,11.780971441274476,11.55753260874177,6.42906562857769,6.018820404601429
61,1.7731684932201213,9.567021852455323,9.019537940679232,5.930137710633695,6.641391228383032
62,1.8830020746555904,12.222319840927394,10.98041107687509,7.444457140854395,4.059395069164631
63,1.0420591013806992,9.666029118833123,10.02637849688918,6.672643604339496,8.88549535969135
64,1.0420591013806992,8.527771259484991,7.601107352498728,5.940414033268312,6.3381517585101825
65,1.0420591013806992,8.527771259484991,7.601107352498728,5.940414033268312,6.3381517585101825
66,1.0420591013806992,9.035303239293498,8.29331221805335,6.271468449289619,6.491647292530444
67,1.0420591013806992,8.527771259484991,7.601107352498728,5.940414033268312,6.3381517585101825
68,3.1006567068565967,14.479944297452812,16.191294153965877,7.482276098786259,7.728440045302505
69,1.2970631156682209,8.673597319931963,7.777949989054454,5.8018960277064595,6.3381517585101825
70,2.207916221723776,9.65444509349417,9.48189742159462,5.545794175629581,7.472838364834151
71,1.490013270654922,12.00136242765135,11.751983992602108,7.675935939674816,5.8523575730976125
72,1.9787074483172384,11.362171617926299,12.550979458543447,6.847424964763738,9.602632814360444
73,1.6445917750824914,6.860935064048838,5.798423597962562,4.196212877007492,6.787620025518771
74,2.063396506412214,12.803991166688398,13.737141609621231,7.605853679327034,7.601824875222201
75,0.0,7.774666789430319,8.291348923073878,6.3287834382128585,11.126101236060581
76,0.0,9.313832467776864,2.873946800857416,7.311063436462914,0.0
77,1.2970631156682209,10.339685987427414,9.91295157642416,6.863438231523916,6.491647292530444
78,1.0420591013806992,9.699485068623328,9.039671215207724,6.693584506146048,6.3381517585101825
79,2.476995768343645,11.248771646465501,10.36707187740113,6.273695730190635,5.131721160682501
80,2.5202901973669567,13.975017665299093,13.051116506921216,7.811926447986762,3.5488114820279844
81,3.0067095257065612,11.599402291798448,11.644558341521059,5.905625989412198,6.641391228383032
82,2.5610227183315146,11.283532834902296,10.971318763883849,6.205561352895301,6.180641132391556
83,0.0,6.091120967671204,5.226043208688697,5.167191385771447,7.728440045302505
84,0.6703419256156978,12.278397304108259,11.369830668157954,8.5145594555684,4.517378990937167
85,1.6445917750824914,10.392563559100308,8.593672617013427,6.576154289017537,3.811695200781606
86,2.270559696343649,9.628299102328715,8.550626312198956,5.461343595769846,5.503950432487359
87,0.0,7.583274821696732,6.529732355312509,6.201505407024926,6.491647292530444
88,2.920262230225199,12.021309384986266,11.505951643914482,6.263246802625801,5.3210875196363165
89,2.270559696343649,10.371611916185232,10.058466986634116,5.941547625325183,6.641391228383032
90,2.7032572088154123,13.375660742816006,14.410463496738588,7.291211427538939,7.341357390819898
91,1.8830020746555904,9.869109398511041,9.70913786737488,6.01607064383512,7.341357390819898
92,1.490013270654922,8.62152409097199,8.029767999222388,5.5840116178346015,7.07036443152918
93,2.4308125988704004,10.005635038543018,8.504702960081211,5.536419330289105,4.517378990937167
94,2.381348269359065,11.64940802559311,11.921656552847727,6.617167873424279,7.07036443152918
95,0.0,8.037136585580834,7.408857217487779,6.5014275406012345,7.341357390819898
96,1.6445917750824914,8.788165330747033,7.0113570297512355,5.545794175629581,4.29405861764814
97,1.490013270654922,8.866803931996854,7.625061745402978,5.747350568620819,5.503950432487359
98,2.270559696343649,8.638945722360614,6.628858560524625,4.796181627902779,4.059395069164631
99,1.490013270654922,9.742126391176164,9.51436668497423,6.31414243133906,7.341357390819898
100,0.0,6.6431210853198195,0.7086834067440492,5.558737219966197,0.0
101,2.5994683380225028,10.770806990627703,9.926421755299524,5.844008283636035,5.3210875196363165
102,2.764510057745658,10.638942924854947,9.61361132808042,5.576871493329248,5.131721160682501
103,2.381348269359065,12.71548511740332,12.220616623847523,7.244466122853525,4.935190570654566
104,2.063396506412214,11.290213389885997,10.80388279076157,6.721058732339131,5.8523575730976125
105,2.6703993857200565,12.062755916820995,12.17763659830299,6.561982135208465,6.491647292530444
106,2.063396506412214,10.358380370430732,11.126504724930886,6.1458943571671325,9.504004050197057
107,2.270559696343649,12.62707650147784,12.36392862552459,7.3041846735712115,5.3210875196363165
108,1.2970631156682209,10.243820405042541,10.392420341779037,6.804737537348213,7.852797403926838
109,1.6445917750824914,9.609505723180277,7.630994258471506,6.082246198412069,3.811695200781606
110,2.764510057745658,11.56618161633983,11.12916601189786,6.158025771014849,5.680876887716356
111,2.063396506412214,11.888019582399684,12.423393930984897,7.077500033470039,7.472838364834151
112,1.9787074483172384,9.489007646891798,7.125757356704902,5.673044056819913,3.2679532452260083
113,2.986153717136201,12.890133047196194,12.788946563820396,6.7068106975653565,5.503950432487359
114,2.5202901973669567,11.191074576967829,10.738630764711019,6.191684291011218,5.8523575730976125
115,1.6445917750824914,8.481721339038621,8.027458419454398,5.338518286978986,7.601824875222201
116,2.8206079937436357,10.933230595306304,10.580598037702277,5.701153092106321,6.3381517585101825
117,2.9649236671901003,14.310846898176022,17.583678574646513,7.536178836926803,11.685972784097759
118,0.0,7.167489584576353,7.370918220258761,5.920889450938608,10.530317534946438
119,1.2970631156682209,9.155114120860585,6.075914081017266,6.117438149223156,2.2719537585844494
120,2.6703993857200565,11.405547520208987,9.67673206678619,6.162313212882532,3.5488114820279844
121,1.7731684932201213,9.801136376629843,10.33604951205037,6.0803494945458905,9.303099464194302
122,2.6703993857200565,11.571431773697338,10.788821516674654,6.264748118863979,5.131721160682501
123,1.9787074483172384,8.499406760515814,7.445902292057019,5.009821049146799,6.018820404601429
124,1.490013270654922,10.603300858391398,10.14807272244791,6.849532865661823,6.180641132391556
125,1.9787074483172384,10.35032135731632,9.433001893450701,6.225530767434636,5.503950432487359
126,2.7931509289027567,12.349743564834638,12.315066698879367,6.600344043027908,6.018820404601429
127,0.6703419256156978,8.594662794243007,8.036676983273951,6.31132211936772,7.207248073934451
128,0.6703419256156978,8.594662794243007,8.036676983273951,6.31132211936772,7.207248073934451
129,0.0,6.480639446998635,4.8978153400487185,5.4446019376063655,5.503950432487359
130,1.490013270654922,9.02334076422441,7.76711442718109,5.850390634327917,5.3210875196363165
131,1.0420591013806992,9.311047282443644,6.371021282115498,6.448245315722398,2.2719537585844494
132,0.0,8.869430881109325,8.619615913376915,7.034768633873347,7.852797403926838
133,1.7731684932201213,10.320151755800381,8.756951018526527,6.408152429525133,4.29405861764814
134,1.490013270654922,7.993258333336111,6.461948672164309,5.158198774540933,5.131721160682501
135,2.5994683380225028,12.379276451161298,11.956257820386964,6.824932249823327,5.3210875196363165
136,0.0,8.111003865517755,7.5950617864273395,6.549623344242162,7.601824875222201
137,1.9787074483172384,10.480532221377949,9.325528069306174,6.307782278036973,4.935190570654566
138,2.5994683380225028,10.135974554054732,8.713437122136419,5.43609847355088,4.517378990937167
139,2.8206079937436357,10.513327227673132,9.189197374980177,5.431812772118658,4.517378990937167
140,2.5202901973669567,9.855958522563462,8.469840676445179,5.340927093000126,4.730718191674009
141,0.0,4.384259110809755,0.0,3.884817828191676,0.0
142,3.1178963885536066,13.320290203300816,13.799805179440732,6.80955935810556,6.3381517585101825
143,2.7345838134314513,10.201115935389822,9.242167453131556,5.328810512539577,5.503950432487359
144,2.5202901973669567,11.201317757468146,10.237084296808614,6.198245408743509,4.935190570654566
145,1.7731684932201213,10.144316922870821,6.350800127554449,6.298502545071888,1.3847894441803488
146,2.139264461500076,9.734334790492776,9.668102199544158,5.668261239815483,7.728440045302505
147,1.9787074483172384,10.850779507613165,9.884931478500414,6.537062960351908,5.131721160682501
148,1.490013270654922,9.282858674879275,9.178862508707468,6.019156042373135,7.975001891283273
149,1.2970631156682209,8.609238572506772,7.121667465748322,5.758849070565212,4.935190570654566
150,1.490013270654922,8.395112392149215,6.804589951855805,5.431812772118658,4.935190570654566
151,2.6703993857200565,11.091436314625632,9.28706248101172,5.968275986785129,3.5488114820279844
152,2.6703993857200565,10.229382934111882,9.18805216664906,5.418816900573144,5.3210875196363165
