#cliente,Gama_Productos,rango_precio,Facturacion,Margen_Bruto,Facturacion_s_#Producto,Margen_s_Facturacion
C_1,1.4595913475470168,-0.2548295817740807,-0.2886313558389986,-0.6658003702124645,-0.0900164196891572,-1.000777513618262
C_10,0.8107610156354654,-0.2548295817740807,-0.1994197062440305,-0.7310987230226155,0.0463012893257569,-1.3605744491173113
C_100,0.1619306837239141,1.4360843892120942,2.075346147898764,2.893519737247338,1.5448883346332478,1.8601632650094264
C_1000,-1.135729980099189,1.2057755361759106,1.563043936393156,1.585765844522906,1.115159754116937,-0.1100042316088059
C_1001,0.8107610156354654,1.2057755361759106,0.695874987996601,0.6678578744818569,-0.1001057159492005,-0.1100042316088059
C_1002,-0.4868996481876372,-1.3155292570457569,-0.9410224764954348,-0.7334952638221891,-0.1658012240064787,0.4912335856668908
C_1003,-0.4868996481876372,-1.3155292570457569,-1.2562422684786665,-0.9176087226251182,-0.6742143287429578,0.9405145257099696
C_1004,0.1619306837239141,1.3674821566195536,0.695874987996601,0.9888492868603356,-0.2808283594352356,0.7792943660891153
C_1005,-1.135729980099189,1.4360843892120942,0.7906582612609253,0.6002568326310294,-0.2200259140082528,-0.5132879345816558
C_1006,1.4595913475470168,0.7847777230557117,0.7125169291627584,0.8516248900493367,0.3744653813170008,0.3044752101916055
C_1007,-1.135729980099189,0.7847777230557117,0.171621456539201,-0.3913881141830315,-0.4242071600604368,-1.3605744491173113
C_1008,-1.135729980099189,1.555534369833461,0.5518284515775648,0.3855802961795462,-0.7131485174736418,-0.5132879345816558
C_1009,-1.135729980099189,1.7449649254123998,2.9836119610360097,2.6159771328247605,2.34494197209994,-1.113384215553996
C_101,0.8107610156354654,1.2057755361759106,-0.0825284780725759,-0.0250582173152198,-1.281386367262766,0.1049473417763344
C_1010,0.8107610156354654,1.330438921118213,1.123386234786992,1.300622530551712,0.3763622510120048,0.3680376243902976
C_1011,1.4595913475470168,1.891869522900241,2.26202672760615,2.1897066997380774,1.2809724017777504,-0.5132879345816558
C_1012,-0.4868996481876372,0.7847777230557117,0.5886317543565843,0.1928511696135019,0.1953944330254038,-1.000777513618262
C_1013,-1.135729980099189,1.4360843892120942,2.501059198306676,2.3318439856556084,2.0837249320575912,-0.6955876753980633
C_1014,0.1619306837239141,1.555534369833461,1.3163485425187724,1.332242484948886,0.3944743630325547,-0.1100042316088059
C_1015,0.1619306837239141,0.4893580496996508,-0.0717738395976739,-0.3887921601624381,-0.4863441386978108,-0.894097245954966
C_1016,-1.135729980099189,2.051040608780478,2.2582980447620287,2.4152417606639767,1.0906206589687435,0.0351668208551116
C_1017,1.4595913475470168,0.4893580496996508,0.1930514006095253,0.216987741393562,-0.084463885709381,0.0351668208551116
C_1018,0.8107610156354654,-0.2548295817740807,-0.3451618637390296,-0.065211337880088,-0.1768616853507723,0.8339151657579382
C_1019,-0.4868996481876372,1.4679713707658002,0.9702702713374758,0.6548507907390626,0.0036451154205184,-0.7925736929741132
C_102,-1.135729980099189,1.1084170744734316,2.0131358634592385,2.011180404447159,1.806457946384919,-0.2636365493222175
C_1020,-0.4868996481876372,0.9956466920013032,1.0514739122057732,0.8100092297859796,0.6353250697034988,-0.6955876753980633
C_1021,1.4595913475470168,0.3584813239982194,-0.2833212626206985,-0.4388475834968048,-0.6809562838574987,-0.5132879345816558
C_1022,1.4595913475470168,0.0047359983253263,0.8729311273891983,0.6040120152342182,1.3549071009632911,-0.6955876753980633
C_1023,0.8107610156354654,1.3674821566195536,1.14033115848234,1.1291039334158588,0.3591292758275041,-0.1100042316088059
C_1024,-1.135729980099189,0.9956466920013032,0.0827255798479432,0.2451017741306561,-0.7891039704212544,0.430266222333567
C_1025,-1.135729980099189,1.4679713707658002,0.8138865671386022,0.5995031333636874,-0.2226360823038927,-0.6026325988198636
C_1026,-1.135729980099189,0.0047359983253263,-0.5616253521715403,-0.4332184612619928,-0.7638519141983684,0.3044752101916055
C_1027,0.8107610156354654,1.2057755361759106,0.3679618400931488,0.3831039799407487,-0.5870876552531031,-0.0364389988929406
C_1028,-1.135729980099189,0.7847777230557117,0.4801308517537921,-0.0120290247051054,0.0367985561791861,-1.2328936394171983
C_1029,0.1619306837239141,0.9956466920013032,-0.1361597609869473,0.02543222676821,-1.1313644642644676,0.430266222333567
C_103,0.8107610156354654,0.4893580496996508,1.3636460893455202,1.6266757875290137,1.5671388692550727,0.5510060794824655
C_1030,-1.135729980099189,0.4893580496996508,0.3397922869559807,0.3698485874289972,0.1331985446582796,0.0351668208551116
C_1031,1.4595913475470168,-0.6331961131007887,-1.277097795837635,-1.3971187574745092,-1.3185847778744282,-0.6026325988198636
C_1032,0.1619306837239141,1.1587662323865364,0.7600926416960534,0.9151339815462072,0.0453559291909352,0.3680376243902976
C_1033,0.1619306837239141,1.6569712424018084,1.175480342575205,1.3641383582005833,0.0796315544666621,0.3680376243902976
C_1034,-0.4868996481876372,0.9956466920013032,1.6934704789897868,1.1248348185759038,1.5060755828765962,-1.3605744491173113
C_1035,0.8107610156354654,0.9318826376409032,1.071963701484044,0.9633629016537502,0.7304231673080027,-0.3440689885422093
C_1036,0.8107610156354654,-1.3155292570457569,0.0761778929596894,0.1806611654554581,1.362667445662889,0.2394993443360789
C_1037,-1.135729980099189,-0.6331961131007887,-0.9526946376478824,-1.219160858537505,-0.7839931562323614,-0.894097245954966
C_1038,-1.135729980099189,1.527586147201898,1.5886222901392664,1.3234641190211098,0.8006457418846799,-0.7925736929741132
C_1039,0.1619306837239141,0.0047359983253263,0.0305418768501776,0.3240209097616732,0.1483606078363885,0.8876424904001552
C_104,-1.135729980099189,1.498432942076027,0.8634873871874613,0.2928360179943209,-0.1855671850900607,-1.3605744491173113
C_1040,-0.4868996481876372,-1.3155292570457569,-0.2939910555724576,-0.2052534104284241,0.8252897922463042,0.1730223507027084
C_1041,-0.4868996481876372,-1.3155292570457569,-1.512857953181883,-1.3561713303471303,-1.101298437200971,0.1730223507027084
C_1042,0.1619306837239141,1.2057755361759106,0.9629349531337816,1.123932596226204,0.2856013691828675,0.3044752101916055
C_1043,-1.135729980099189,-0.6331961131007887,-0.8309878828604436,-1.0300255945253662,-0.5891091833227933,-0.6955876753980633
C_1044,1.4595913475470168,0.8620028201913702,0.4032789094787623,0.2146631579826708,-0.1585085368629017,-0.5132879345816558
C_1045,0.1619306837239141,1.9393635210941984,1.4816175178193496,1.5403035616762193,0.1762580163796095,-0.0364389988929406
C_1046,-1.135729980099189,0.8620028201913702,0.8251925481112229,0.6464976851648626,0.4551542588815744,-0.5132879345816558
C_1047,-0.4868996481876372,-1.3155292570457569,-0.7510301960874174,-0.6532070838827964,0.1323479476842167,0.1730223507027084
C_1048,0.1619306837239141,-0.2548295817740807,0.3869881661664615,0.768651373666497,0.9094470117003356,1.0943433421220203
C_1049,-1.135729980099189,1.1084170744734316,0.5357488670133426,0.8680877207309947,-0.2278810946306059,0.9405145257099696
C_105,-0.4868996481876372,1.2057755361759106,0.9003457976254206,0.596984343224617,0.1961821741807277,-0.7925736929741132
C_1050,-1.135729980099189,0.4893580496996508,1.5900811616153914,1.2533558249882335,1.8652488037807569,-0.894097245954966
C_1051,-1.135729980099189,-0.2548295817740807,-0.4882841710270924,-0.6368508919600563,-0.3980019194886695,-0.5132879345816558
C_1052,0.8107610156354654,1.3674821566195536,1.146085989528265,1.1447122093589035,0.3668334155745293,-0.1100042316088059
C_1053,1.4595913475470168,0.4893580496996508,0.1437698639008131,0.2220709134987395,-0.1585085368629017,0.1730223507027084
C_1054,-1.135729980099189,0.601156357500204,1.3458965995918553,0.934910287892788,1.4359813633302163,-1.000777513618262
C_1055,0.1619306837239141,-0.2548295817740807,0.1885931878581084,0.5880892850878577,0.6233067953059641,1.1932133046850768
C_1056,-1.135729980099189,-0.2548295817740807,-0.3267275824559681,-0.2935734463712504,-0.1476881694258712,0.0351668208551116
C_1057,-1.135729980099189,-0.2548295817740807,-0.3267275824559681,-0.2935734463712504,-0.1476881694258712,0.0351668208551116
C_1058,-1.135729980099189,-0.2548295817740807,-0.0969538377407506,-0.0419350949622749,0.2008927919128956,0.1049473417763344
C_1059,-1.135729980099189,-0.2548295817740807,-0.3267275824559681,-0.2935734463712504,-0.1476881694258712,0.0351668208551116
C_106,0.1619306837239141,1.84059265363482,2.367985544080095,2.829231018870926,1.47580251681657,0.6672050198963765
C_1060,-1.135729980099189,0.0047359983253263,-0.2607080973417284,-0.229285557429522,-0.293539537674562,0.0351668208551116
C_1061,0.8107610156354654,0.9318826376409032,0.1833487796495618,0.3901532014535287,-0.563199827576424,0.5510060794824655
C_1062,1.4595913475470168,0.2011376865470807,1.2458630760093994,1.2154014346139206,1.6797150165226642,-0.1856798085596298
C_1063,-1.135729980099189,0.6985737291542305,0.9564837427238578,1.505861545251296,0.8073413578802896,1.5192307714364155
C_1064,0.8107610156354654,0.3584813239982194,-1.0813503642494158,-0.9489059796665218,-1.9842300984676944,0.2394993443360789
C_1065,-1.135729980099189,0.7847777230557117,1.6092352738641615,1.9370689854962888,1.6059224902714777,0.6096445665507656
C_1066,0.1619306837239141,-1.3155292570457569,-0.6676787759384386,-0.0426488147532619,0.2612421271614477,2.2118139188994324
C_1067,0.1619306837239141,-1.3155292570457569,0.0291440366541011,-2.0120457473532154,1.295525584874964,-2.8462168898151083
C_1068,-0.4868996481876372,0.0047359983253263,0.493576257907092,0.5468550137159782,0.8242023923546872,0.1049473417763344
C_1069,-0.4868996481876372,-0.2548295817740807,0.2037396203434069,0.2293899952661794,0.6453563416335956,0.0351668208551116
